,neu,Datum
Monschau,0,03_15_2021
Monschau,4,03_16_2021
Monschau,8,03_17_2021
Monschau,1,03_18_2021
Monschau,1,03_19_2021
Monschau,0,03_20_2021
Monschau,2,03_21_2021
Monschau,0,03_22_2021
Monschau,1,03_23_2021
Monschau,2,03_24_2021
Monschau,3,03_25_2021
Monschau,0,03_26_2021
Monschau,1,03_27_2021
Monschau,0,03_28_2021
Monschau,0,03_29_2021
Monschau,1,03_30_2021
Monschau,0,03_31_2021
Monschau,2,04_01_2021
Monschau,4,04_02_2021
Monschau,2,04_03_2021
Monschau,2,04_04_2021
Monschau,1,04_05_2021
Monschau,0,04_06_2021
Monschau,12,04_07_2021
Monschau,5,04_08_2021
Monschau,2,04_09_2021
Monschau,2,04_10_2021
Monschau,1,04_11_2021
Monschau,0,04_12_2021
Monschau,1,04_13_2021
Monschau,0,04_14_2021
Monschau,1,04_15_2021
Monschau,4,04_16_2021
Monschau,1,04_17_2021
Monschau,1,04_18_2021
Monschau,1,04_19_2021
Monschau,1,04_20_2021
Monschau,5,04_21_2021
Monschau,1,04_22_2021
Monschau,2,04_23_2021
Monschau,1,04_24_2021
Monschau,1,04_25_2021
Monschau,1,04_26_2021
Monschau,0,04_27_2021
Monschau,3,04_28_2021
Monschau,0,04_29_2021
Monschau,0,04_30_2021
Monschau,1,05_01_2021
Monschau,0,05_02_2021
Monschau,0,05_03_2021
Monschau,0,05_04_2021
Monschau,2,05_05_2021
Monschau,-1,05_06_2021
Monschau,0,05_07_2021
Monschau,0,05_08_2021
Monschau,2,05_09_2021
Monschau,1,05_10_2021
Monschau,1,05_11_2021
Monschau,2,05_12_2021
Monschau,1,05_13_2021
Monschau,0,05_14_2021
Monschau,2,05_15_2021
Monschau,2,05_16_2021
Monschau,0,05_17_2021
Monschau,4,05_18_2021
Monschau,3,05_19_2021
Monschau,2,05_20_2021
Monschau,4,05_21_2021
Monschau,0,05_22_2021
Monschau,-1,05_23_2021
Monschau,0,05_24_2021
Monschau,0,05_25_2021
Monschau,0,05_26_2021
Monschau,0,05_27_2021
Monschau,0,05_28_2021
Monschau,0,05_29_2021
Monschau,0,05_30_2021
Monschau,0,05_31_2021
Monschau,-1,06_01_2021
Monschau,1,06_02_2021
Monschau,0,06_03_2021
Monschau,0,06_04_2021
Monschau,0,06_05_2021
Monschau,0,06_06_2021
Monschau,0,06_07_2021
Monschau,4,06_08_2021
Monschau,0,06_09_2021
Monschau,0,06_10_2021
Monschau,0,06_11_2021
Monschau,0,06_12_2021
Monschau,0,06_13_2021
Monschau,0,06_14_2021
Roetgen,null,08_05_2020
Roetgen,0,08_06_2020
Roetgen,0,08_07_2020
Roetgen,0,08_08_2020
Roetgen,0,08_09_2020
Roetgen,0,08_10_2020
Roetgen,0,08_11_2020
Roetgen,1,08_12_2020
Roetgen,0,08_13_2020
Roetgen,0,08_14_2020
Roetgen,0,08_15_2020
Roetgen,0,08_16_2020
Roetgen,0,08_17_2020
Roetgen,0,08_18_2020
Roetgen,0,08_19_2020
Roetgen,0,08_20_2020
Roetgen,0,08_21_2020
Roetgen,0,08_22_2020
Roetgen,0,08_23_2020
Roetgen,0,08_24_2020
Roetgen,0,08_25_2020
Roetgen,0,08_26_2020
Roetgen,0,08_27_2020
Roetgen,0,08_28_2020
Roetgen,0,08_29_2020
Roetgen,0,08_30_2020
Roetgen,0,08_31_2020
Roetgen,0,09_01_2020
Roetgen,0,09_02_2020
Roetgen,0,09_03_2020
Roetgen,0,09_04_2020
Roetgen,0,09_05_2020
Roetgen,0,09_06_2020
Roetgen,0,09_07_2020
Roetgen,0,09_08_2020
Roetgen,0,09_09_2020
Roetgen,0,09_10_2020
Roetgen,0,09_11_2020
Roetgen,0,09_12_2020
Roetgen,0,09_13_2020
Roetgen,1,09_14_2020
Roetgen,0,09_15_2020
Roetgen,0,09_16_2020
Roetgen,0,09_17_2020
Roetgen,0,09_18_2020
Roetgen,0,09_19_2020
Roetgen,0,09_20_2020
Roetgen,0,09_21_2020
Roetgen,0,09_22_2020
Roetgen,0,09_23_2020
Roetgen,0,09_24_2020
Roetgen,0,09_25_2020
Roetgen,0,09_26_2020
Roetgen,0,09_27_2020
Roetgen,0,09_28_2020
Roetgen,0,09_29_2020
Roetgen,0,09_30_2020
Roetgen,0,10_01_2020
Roetgen,0,10_02_2020
Roetgen,0,10_03_2020
Roetgen,0,10_04_2020
Roetgen,0,10_05_2020
Roetgen,0,10_06_2020
Roetgen,0,10_07_2020
Roetgen,0,10_08_2020
Roetgen,0,10_09_2020
Roetgen,0,10_10_2020
Roetgen,0,10_11_2020
Roetgen,0,10_12_2020
Roetgen,0,10_13_2020
Roetgen,0,10_14_2020
Roetgen,2,10_15_2020
Roetgen,1,10_16_2020
Roetgen,3,10_17_2020
Roetgen,0,10_18_2020
Roetgen,0,10_19_2020
Roetgen,0,10_20_2020
Roetgen,4,10_21_2020
Roetgen,0,10_22_2020
Roetgen,2,10_23_2020
Roetgen,2,10_24_2020
Roetgen,0,10_25_2020
Roetgen,3,10_26_2020
Roetgen,5,10_27_2020
Roetgen,0,10_28_2020
Roetgen,1,10_29_2020
Roetgen,1,10_30_2020
Roetgen,1,10_31_2020
Roetgen,0,11_01_2020
Roetgen,0,11_02_2020
Roetgen,3,11_03_2020
Roetgen,2,11_04_2020
Roetgen,0,11_05_2020
Roetgen,6,11_06_2020
Roetgen,2,11_07_2020
Roetgen,0,11_08_2020
Roetgen,0,11_09_2020
Roetgen,0,11_10_2020
Roetgen,2,11_11_2020
Roetgen,3,11_12_2020
Roetgen,1,11_13_2020
Roetgen,0,11_14_2020
Roetgen,1,11_15_2020
Roetgen,0,11_16_2020
Roetgen,1,11_17_2020
Roetgen,2,11_18_2020
Roetgen,3,11_19_2020
Roetgen,1,11_20_2020
Roetgen,0,11_21_2020
Roetgen,0,11_22_2020
Roetgen,3,11_23_2020
Roetgen,3,11_24_2020
Roetgen,3,11_25_2020
Roetgen,-1,11_26_2020
Roetgen,1,11_27_2020
Roetgen,4,11_28_2020
Roetgen,1,11_29_2020
Roetgen,1,11_30_2020
Roetgen,3,12_01_2020
Roetgen,1,12_02_2020
Roetgen,3,12_03_2020
Roetgen,1,12_04_2020
Roetgen,1,12_05_2020
Roetgen,0,12_06_2020
Roetgen,2,12_07_2020
Roetgen,5,12_08_2020
Roetgen,2,12_09_2020
Roetgen,36,12_10_2020
Roetgen,10,12_11_2020
Roetgen,7,12_12_2020
Roetgen,2,12_13_2020
Roetgen,3,12_14_2020
Roetgen,2,12_15_2020
Roetgen,4,12_16_2020
Roetgen,4,12_17_2020
Roetgen,4,12_18_2020
Roetgen,6,12_19_2020
Roetgen,2,12_20_2020
Roetgen,4,12_21_2020
Roetgen,6,12_22_2020
Roetgen,10,12_23_2020
Roetgen,1,12_24_2020
Roetgen,2,12_25_2020
Roetgen,2,12_26_2020
Roetgen,4,12_27_2020
Roetgen,1,12_28_2020
Roetgen,0,12_29_2020
Roetgen,2,12_30_2020
Roetgen,2,12_31_2020
Roetgen,0,01_01_2021
Roetgen,0,01_02_2021
Roetgen,1,01_03_2021
Roetgen,0,01_04_2021
Roetgen,0,01_05_2021
Roetgen,-1,01_06_2021
Roetgen,1,01_07_2021
Roetgen,0,01_08_2021
Roetgen,1,01_09_2021
Roetgen,0,01_10_2021
Roetgen,0,01_11_2021
Roetgen,0,01_12_2021
Roetgen,0,01_13_2021
Roetgen,0,01_14_2021
Roetgen,0,01_15_2021
Roetgen,0,01_16_2021
Roetgen,0,01_17_2021
Roetgen,0,01_18_2021
Roetgen,1,01_19_2021
Roetgen,2,01_20_2021
Roetgen,0,01_21_2021
Roetgen,0,01_22_2021
Roetgen,0,01_23_2021
Roetgen,0,01_24_2021
Roetgen,0,01_25_2021
Roetgen,0,01_26_2021
Roetgen,1,01_27_2021
Roetgen,0,01_28_2021
Roetgen,0,01_29_2021
Roetgen,1,01_30_2021
Roetgen,0,01_31_2021
Roetgen,1,02_01_2021
Roetgen,3,02_02_2021
Roetgen,0,02_03_2021
Roetgen,0,02_04_2021
Roetgen,1,02_05_2021
Roetgen,2,02_06_2021
Roetgen,0,02_07_2021
Roetgen,0,02_08_2021
Roetgen,2,02_09_2021
Roetgen,1,02_10_2021
Roetgen,0,02_11_2021
Roetgen,1,02_12_2021
Roetgen,0,02_13_2021
Roetgen,1,02_14_2021
Roetgen,0,02_15_2021
Roetgen,0,02_16_2021
Roetgen,2,02_17_2021
Roetgen,1,02_18_2021
Roetgen,0,02_19_2021
Roetgen,0,02_20_2021
Roetgen,0,02_21_2021
Roetgen,0,02_22_2021
Roetgen,1,02_23_2021
Roetgen,0,02_24_2021
Roetgen,0,02_25_2021
Roetgen,0,02_26_2021
Roetgen,0,02_27_2021
Roetgen,0,02_28_2021
Roetgen,0,03_01_2021
Roetgen,0,03_02_2021
Roetgen,0,03_03_2021
Roetgen,0,03_04_2021
Roetgen,0,03_05_2021
Roetgen,1,03_06_2021
Roetgen,0,03_07_2021
Roetgen,0,03_08_2021
Roetgen,2,03_09_2021
Roetgen,1,03_10_2021
Roetgen,0,03_11_2021
Roetgen,0,03_12_2021
Roetgen,1,03_13_2021
Roetgen,0,03_14_2021
Roetgen,0,03_15_2021
Roetgen,1,03_16_2021
Roetgen,2,03_17_2021
Roetgen,1,03_18_2021
Roetgen,0,03_19_2021
Roetgen,0,03_20_2021
Roetgen,1,03_21_2021
Roetgen,0,03_22_2021
Roetgen,1,03_23_2021
Roetgen,1,03_24_2021
Roetgen,1,03_25_2021
Roetgen,0,03_26_2021
Roetgen,2,03_27_2021
Roetgen,0,03_28_2021
Roetgen,0,03_29_2021
Roetgen,4,03_30_2021
Roetgen,2,03_31_2021
Roetgen,2,04_01_2021
Roetgen,4,04_02_2021
Roetgen,0,04_03_2021
Roetgen,0,04_04_2021
Roetgen,1,04_05_2021
Roetgen,1,04_06_2021
Roetgen,3,04_07_2021
Roetgen,2,04_08_2021
Roetgen,1,04_09_2021
Roetgen,0,04_10_2021
Roetgen,0,04_11_2021
Roetgen,0,04_12_2021
Roetgen,6,04_13_2021
Roetgen,2,04_14_2021
Roetgen,2,04_15_2021
Roetgen,4,04_16_2021
Roetgen,7,04_17_2021
Roetgen,1,04_18_2021
Roetgen,2,04_19_2021
Roetgen,8,04_20_2021
Roetgen,3,04_21_2021
Roetgen,3,04_22_2021
Roetgen,2,04_23_2021
Roetgen,2,04_24_2021
Roetgen,0,04_25_2021
Roetgen,0,04_26_2021
Roetgen,1,04_27_2021
Roetgen,2,04_28_2021
Roetgen,1,04_29_2021
Roetgen,0,04_30_2021
Roetgen,2,05_01_2021
Roetgen,0,05_02_2021
Roetgen,0,05_03_2021
Roetgen,2,05_04_2021
Roetgen,0,05_05_2021
Roetgen,1,05_06_2021
Roetgen,0,05_07_2021
Roetgen,0,05_08_2021
Roetgen,0,05_09_2021
Roetgen,0,05_10_2021
Roetgen,1,05_11_2021
Roetgen,2,05_12_2021
Roetgen,1,05_13_2021
Roetgen,0,05_14_2021
Roetgen,2,05_15_2021
Roetgen,-1,05_16_2021
Roetgen,0,05_17_2021
Roetgen,1,05_18_2021
Roetgen,1,05_19_2021
Roetgen,2,05_20_2021
Roetgen,1,05_21_2021
Roetgen,2,05_22_2021
Roetgen,0,05_23_2021
Roetgen,0,05_24_2021
Roetgen,1,05_25_2021
Roetgen,2,05_26_2021
Roetgen,1,05_27_2021
Roetgen,0,05_28_2021
Roetgen,2,05_29_2021
Roetgen,0,05_30_2021
Roetgen,0,05_31_2021
Roetgen,0,06_01_2021
Roetgen,0,06_02_2021
Roetgen,0,06_03_2021
Roetgen,1,06_04_2021
Roetgen,0,06_05_2021
Roetgen,0,06_06_2021
Roetgen,0,06_07_2021
Roetgen,0,06_08_2021
Roetgen,0,06_09_2021
Roetgen,0,06_10_2021
Roetgen,0,06_11_2021
Roetgen,0,06_12_2021
Roetgen,0,06_13_2021
Roetgen,0,06_14_2021
Simmerath,null,08_05_2020
Simmerath,0,08_06_2020
Simmerath,0,08_07_2020
Simmerath,0,08_08_2020
Simmerath,0,08_09_2020
Simmerath,0,08_10_2020
Simmerath,0,08_11_2020
Simmerath,0,08_12_2020
Simmerath,0,08_13_2020
Simmerath,0,08_14_2020
Simmerath,0,08_15_2020
Simmerath,0,08_16_2020
Simmerath,1,08_17_2020
Simmerath,0,08_18_2020
Simmerath,0,08_19_2020
Simmerath,0,08_20_2020
Simmerath,0,08_21_2020
Simmerath,0,08_22_2020
Simmerath,0,08_23_2020
Simmerath,0,08_24_2020
Simmerath,0,08_25_2020
Simmerath,0,08_26_2020
Simmerath,0,08_27_2020
Simmerath,0,08_28_2020
Simmerath,0,08_29_2020
Simmerath,0,08_30_2020
Simmerath,1,08_31_2020
Simmerath,0,09_01_2020
Simmerath,0,09_02_2020
Simmerath,0,09_03_2020
Simmerath,0,09_04_2020
Simmerath,0,09_05_2020
Simmerath,0,09_06_2020
Simmerath,0,09_07_2020
Simmerath,0,09_08_2020
Simmerath,0,09_09_2020
Simmerath,0,09_10_2020
Simmerath,0,09_11_2020
Simmerath,0,09_12_2020
Simmerath,0,09_13_2020
Simmerath,0,09_14_2020
Simmerath,0,09_15_2020
Simmerath,1,09_16_2020
Simmerath,0,09_17_2020
Simmerath,0,09_18_2020
Simmerath,0,09_19_2020
Simmerath,0,09_20_2020
Simmerath,0,09_21_2020
Simmerath,0,09_22_2020
Simmerath,1,09_23_2020
Simmerath,0,09_24_2020
Simmerath,0,09_25_2020
Simmerath,0,09_26_2020
Simmerath,0,09_27_2020
Simmerath,0,09_28_2020
Simmerath,0,09_29_2020
Simmerath,0,09_30_2020
Simmerath,0,10_01_2020
Simmerath,0,10_02_2020
Simmerath,0,10_03_2020
Simmerath,0,10_04_2020
Simmerath,0,10_05_2020
Simmerath,0,10_06_2020
Simmerath,0,10_07_2020
Simmerath,0,10_08_2020
Simmerath,1,10_09_2020
Simmerath,0,10_10_2020
Simmerath,0,10_11_2020
Simmerath,0,10_12_2020
Simmerath,0,10_13_2020
Simmerath,1,10_14_2020
Simmerath,5,10_15_2020
Simmerath,4,10_16_2020
Simmerath,5,10_17_2020
Simmerath,0,10_18_2020
Simmerath,5,10_19_2020
Simmerath,1,10_20_2020
Simmerath,6,10_21_2020
Simmerath,6,10_22_2020
Simmerath,7,10_23_2020
Simmerath,6,10_24_2020
Simmerath,0,10_25_2020
Simmerath,10,10_26_2020
Simmerath,3,10_27_2020
Simmerath,0,10_28_2020
Simmerath,2,10_29_2020
Simmerath,4,10_30_2020
Simmerath,4,10_31_2020
Simmerath,5,11_01_2020
Simmerath,0,11_02_2020
Simmerath,0,11_03_2020
Simmerath,2,11_04_2020
Simmerath,4,11_05_2020
Simmerath,4,11_06_2020
Simmerath,0,11_07_2020
Simmerath,0,11_08_2020
Simmerath,0,11_09_2020
Simmerath,3,11_10_2020
Simmerath,0,11_11_2020
Simmerath,2,11_12_2020
Simmerath,6,11_13_2020
Simmerath,0,11_14_2020
Simmerath,12,11_15_2020
Simmerath,0,11_16_2020
Simmerath,0,11_17_2020
Simmerath,2,11_18_2020
Simmerath,3,11_19_2020
Simmerath,2,11_20_2020
Simmerath,0,11_21_2020
Simmerath,0,11_22_2020
Simmerath,4,11_23_2020
Simmerath,6,11_24_2020
Simmerath,6,11_25_2020
Simmerath,0,11_26_2020
Simmerath,3,11_27_2020
Simmerath,5,11_28_2020
Simmerath,1,11_29_2020
Simmerath,0,11_30_2020
Simmerath,5,12_01_2020
Simmerath,1,12_02_2020
Simmerath,4,12_03_2020
Simmerath,2,12_04_2020
Simmerath,1,12_05_2020
Simmerath,0,12_06_2020
Simmerath,1,12_07_2020
Simmerath,0,12_08_2020
Simmerath,8,12_09_2020
Simmerath,4,12_10_2020
Simmerath,27,12_11_2020
Simmerath,9,12_12_2020
Simmerath,0,12_13_2020
Simmerath,1,12_14_2020
Simmerath,2,12_15_2020
Simmerath,4,12_16_2020
Simmerath,4,12_17_2020
Simmerath,7,12_18_2020
Simmerath,6,12_19_2020
Simmerath,4,12_20_2020
Simmerath,0,12_21_2020
Simmerath,10,12_22_2020
Simmerath,10,12_23_2020
Simmerath,7,12_24_2020
Simmerath,6,12_25_2020
Simmerath,0,12_26_2020
Simmerath,0,12_27_2020
Simmerath,2,12_28_2020
Simmerath,3,12_29_2020
Simmerath,8,12_30_2020
Simmerath,9,12_31_2020
Simmerath,-1,01_01_2021
Simmerath,0,01_02_2021
Simmerath,3,01_03_2021
Simmerath,0,01_04_2021
Simmerath,2,01_05_2021
Simmerath,4,01_06_2021
Simmerath,3,01_07_2021
Simmerath,2,01_08_2021
Simmerath,6,01_09_2021
Simmerath,1,01_10_2021
Simmerath,0,01_11_2021
Simmerath,2,01_12_2021
Simmerath,2,01_13_2021
Simmerath,1,01_14_2021
Simmerath,1,01_15_2021
Simmerath,1,01_16_2021
Simmerath,0,01_17_2021
Simmerath,0,01_18_2021
Simmerath,0,01_19_2021
Simmerath,1,01_20_2021
Simmerath,1,01_21_2021
Simmerath,4,01_22_2021
Simmerath,3,01_23_2021
Simmerath,1,01_24_2021
Simmerath,1,01_25_2021
Simmerath,1,01_26_2021
Simmerath,1,01_27_2021
Simmerath,3,01_28_2021
Simmerath,0,01_29_2021
Simmerath,0,01_30_2021
Simmerath,0,01_31_2021
Simmerath,1,02_01_2021
Simmerath,-1,02_02_2021
Simmerath,-1,02_03_2021
Simmerath,1,02_04_2021
Simmerath,0,02_05_2021
Simmerath,1,02_06_2021
Simmerath,0,02_07_2021
Simmerath,0,02_08_2021
Simmerath,0,02_09_2021
Simmerath,0,02_10_2021
Simmerath,0,02_11_2021
Simmerath,0,02_12_2021
Simmerath,0,02_13_2021
Simmerath,0,02_14_2021
Simmerath,0,02_15_2021
Simmerath,0,02_16_2021
Simmerath,1,02_17_2021
Simmerath,0,02_18_2021
Simmerath,0,02_19_2021
Simmerath,0,02_20_2021
Simmerath,0,02_21_2021
Simmerath,1,02_22_2021
Simmerath,0,02_23_2021
Simmerath,2,02_24_2021
Simmerath,0,02_25_2021
Simmerath,0,02_26_2021
Simmerath,0,02_27_2021
Simmerath,0,02_28_2021
Simmerath,0,03_01_2021
Simmerath,1,03_02_2021
Simmerath,0,03_03_2021
Simmerath,2,03_04_2021
Simmerath,0,03_05_2021
Simmerath,5,03_06_2021
Simmerath,1,03_07_2021
Simmerath,1,03_08_2021
Simmerath,1,03_09_2021
Simmerath,2,03_10_2021
Simmerath,1,03_11_2021
Simmerath,2,03_12_2021
Simmerath,0,03_13_2021
Simmerath,5,03_14_2021
Simmerath,1,03_15_2021
Simmerath,1,03_16_2021
Simmerath,6,03_17_2021
Simmerath,5,03_18_2021
Simmerath,0,03_19_2021
Simmerath,1,03_20_2021
Simmerath,3,03_21_2021
Simmerath,0,03_22_2021
Simmerath,2,03_23_2021
Simmerath,2,03_24_2021
Simmerath,0,03_25_2021
Simmerath,5,03_26_2021
Simmerath,1,03_27_2021
Simmerath,2,03_28_2021
Simmerath,0,03_29_2021
Simmerath,3,03_30_2021
Simmerath,2,03_31_2021
Simmerath,5,04_01_2021
Simmerath,7,04_02_2021
Simmerath,0,04_03_2021
Simmerath,0,04_04_2021
Simmerath,1,04_05_2021
Simmerath,0,04_06_2021
Simmerath,3,04_07_2021
Simmerath,4,04_08_2021
Simmerath,6,04_09_2021
Simmerath,4,04_10_2021
Simmerath,1,04_11_2021
Simmerath,0,04_12_2021
Simmerath,12,04_13_2021
Simmerath,3,04_14_2021
Simmerath,1,04_15_2021
Simmerath,2,04_16_2021
Simmerath,1,04_17_2021
Simmerath,-1,04_18_2021
Simmerath,1,04_19_2021
Simmerath,3,04_20_2021
Simmerath,4,04_21_2021
Simmerath,0,04_22_2021
Simmerath,6,04_23_2021
Simmerath,2,04_24_2021
Simmerath,0,04_25_2021
Simmerath,0,04_26_2021
Simmerath,3,04_27_2021
Simmerath,1,04_28_2021
Simmerath,4,04_29_2021
Simmerath,4,04_30_2021
Simmerath,0,05_01_2021
Simmerath,0,05_02_2021
Simmerath,0,05_03_2021
Simmerath,2,05_04_2021
Simmerath,2,05_05_2021
Simmerath,6,05_06_2021
Simmerath,3,05_07_2021
Simmerath,5,05_08_2021
Simmerath,0,05_09_2021
Simmerath,1,05_10_2021
Simmerath,2,05_11_2021
Simmerath,3,05_12_2021
Simmerath,0,05_13_2021
Simmerath,6,05_14_2021
Simmerath,0,05_15_2021
Simmerath,1,05_16_2021
Simmerath,1,05_17_2021
Simmerath,4,05_18_2021
Simmerath,1,05_19_2021
Simmerath,0,05_20_2021
Simmerath,1,05_21_2021
Simmerath,3,05_22_2021
Simmerath,1,05_23_2021
Simmerath,1,05_24_2021
Simmerath,0,05_25_2021
Simmerath,1,05_26_2021
Simmerath,0,05_27_2021
Simmerath,4,05_28_2021
Simmerath,-2,05_29_2021
Simmerath,0,05_30_2021
Simmerath,0,05_31_2021
Simmerath,1,06_01_2021
Simmerath,2,06_02_2021
Simmerath,0,06_03_2021
Simmerath,0,06_04_2021
Simmerath,0,06_05_2021
Simmerath,0,06_06_2021
Simmerath,0,06_07_2021
Simmerath,0,06_08_2021
Simmerath,0,06_09_2021
Simmerath,0,06_10_2021
Simmerath,1,06_11_2021
Simmerath,0,06_12_2021
Simmerath,0,06_13_2021
Simmerath,1,06_14_2021
Städteregion,502,03_21_2020
Städteregion,22,03_22_2020
Städteregion,10,03_23_2020
Städteregion,23,03_24_2020
Städteregion,75,03_25_2020
Städteregion,87,03_26_2020
Städteregion,47,03_27_2020
Städteregion,56,03_28_2020
Städteregion,3,03_29_2020
Städteregion,65,03_30_2020
Städteregion,63,03_31_2020
Städteregion,76,04_01_2020
Städteregion,52,04_02_2020
Städteregion,129,04_03_2020
Städteregion,3,04_04_2020
Städteregion,57,04_05_2020
Städteregion,5,04_06_2020
Städteregion,84,04_07_2020
Städteregion,8,04_08_2020
Städteregion,59,04_09_2020
Städteregion,39,04_10_2020
Städteregion,43,04_11_2020
Städteregion,24,04_12_2020
Städteregion,15,04_13_2020
Städteregion,10,04_14_2020
Städteregion,26,04_15_2020
Städteregion,40,04_16_2020
Städteregion,27,04_17_2020
Städteregion,19,04_18_2020
Städteregion,24,04_19_2020
Städteregion,14,04_20_2020
Städteregion,12,04_21_2020
Städteregion,35,04_22_2020
Städteregion,43,04_23_2020
Städteregion,15,04_24_2020
Städteregion,12,04_25_2020
Städteregion,11,04_26_2020
Städteregion,4,04_27_2020
Städteregion,6,04_28_2020
Städteregion,8,04_29_2020
Städteregion,13,04_30_2020
Städteregion,15,05_01_2020
Städteregion,0,05_02_2020
Städteregion,0,05_03_2020
Städteregion,4,05_04_2020
Städteregion,5,05_05_2020
Städteregion,5,05_06_2020
Städteregion,8,05_07_2020
Städteregion,6,05_08_2020
Städteregion,9,05_09_2020
Städteregion,0,05_10_2020
Städteregion,6,05_11_2020
Städteregion,5,05_12_2020
Städteregion,5,05_13_2020
Städteregion,7,05_14_2020
Städteregion,4,05_15_2020
Städteregion,4,05_16_2020
Städteregion,0,05_17_2020
Städteregion,2,05_18_2020
Städteregion,1,05_19_2020
Städteregion,6,05_20_2020
Städteregion,2,05_21_2020
Städteregion,0,05_22_2020
Städteregion,0,05_23_2020
Städteregion,0,05_24_2020
Städteregion,0,05_25_2020
Städteregion,0,05_26_2020
Städteregion,2,05_27_2020
Städteregion,2,05_28_2020
Städteregion,3,05_29_2020
Städteregion,4,05_30_2020
Städteregion,0,05_31_2020
Städteregion,0,06_01_2020
Städteregion,0,06_02_2020
Städteregion,1,06_03_2020
Städteregion,3,06_04_2020
Städteregion,1,06_05_2020
Städteregion,3,06_06_2020
Städteregion,0,06_07_2020
Städteregion,0,06_08_2020
Städteregion,0,06_09_2020
Städteregion,1,06_10_2020
Städteregion,0,06_11_2020
Städteregion,2,06_12_2020
Städteregion,0,06_13_2020
Städteregion,0,06_14_2020
Städteregion,0,06_15_2020
Städteregion,2,06_16_2020
Städteregion,1,06_17_2020
Städteregion,5,06_18_2020
Städteregion,1,06_19_2020
Städteregion,0,06_20_2020
Städteregion,0,06_21_2020
Städteregion,3,06_22_2020
Städteregion,0,06_23_2020
Städteregion,3,06_24_2020
Städteregion,0,06_25_2020
Städteregion,2,06_26_2020
Städteregion,0,06_27_2020
Städteregion,0,06_28_2020
Städteregion,2,06_29_2020
Städteregion,0,06_30_2020
Städteregion,3,07_01_2020
Städteregion,0,07_02_2020
Städteregion,5,07_03_2020
Städteregion,0,07_04_2020
Städteregion,0,07_05_2020
Städteregion,1,07_06_2020
Städteregion,0,07_07_2020
Städteregion,0,07_08_2020
Städteregion,1,07_09_2020
Städteregion,0,07_10_2020
Städteregion,0,07_11_2020
Städteregion,0,07_12_2020
Städteregion,10,07_13_2020
Städteregion,0,07_14_2020
Städteregion,4,07_15_2020
Städteregion,3,07_16_2020
Städteregion,2,07_17_2020
Städteregion,0,07_18_2020
Städteregion,0,07_19_2020
Städteregion,7,07_20_2020
Städteregion,7,07_21_2020
Städteregion,0,07_22_2020
Städteregion,5,07_23_2020
Städteregion,9,07_24_2020
Städteregion,0,07_25_2020
Städteregion,0,07_26_2020
Städteregion,9,07_27_2020
Städteregion,0,07_28_2020
Städteregion,9,07_29_2020
Städteregion,3,07_30_2020
Städteregion,16,07_31_2020
Städteregion,0,08_01_2020
Städteregion,0,08_02_2020
Städteregion,13,08_03_2020
Städteregion,11,08_04_2020
Städteregion,20,08_05_2020
Städteregion,8,08_06_2020
Städteregion,10,08_07_2020
Städteregion,0,08_08_2020
Städteregion,0,08_09_2020
Städteregion,13,08_10_2020
Städteregion,3,08_11_2020
Städteregion,8,08_12_2020
Städteregion,15,08_13_2020
Städteregion,16,08_14_2020
Städteregion,0,08_15_2020
Städteregion,0,08_16_2020
Städteregion,20,08_17_2020
Städteregion,0,08_18_2020
Städteregion,14,08_19_2020
Städteregion,13,08_20_2020
Städteregion,7,08_21_2020
Städteregion,0,08_22_2020
Städteregion,0,08_23_2020
Städteregion,30,08_24_2020
Städteregion,5,08_25_2020
Städteregion,8,08_26_2020
Städteregion,9,08_27_2020
Städteregion,15,08_28_2020
Städteregion,0,08_29_2020
Städteregion,0,08_30_2020
Städteregion,5,08_31_2020
Städteregion,10,09_01_2020
Städteregion,7,09_02_2020
Städteregion,8,09_03_2020
Städteregion,6,09_04_2020
Städteregion,0,09_05_2020
Städteregion,0,09_06_2020
Städteregion,5,09_07_2020
Städteregion,4,09_08_2020
Städteregion,7,09_09_2020
Städteregion,12,09_10_2020
Städteregion,17,09_11_2020
Städteregion,0,09_12_2020
Städteregion,0,09_13_2020
Städteregion,30,09_14_2020
Städteregion,19,09_15_2020
Städteregion,26,09_16_2020
Städteregion,19,09_17_2020
Städteregion,28,09_18_2020
Städteregion,0,09_19_2020
Städteregion,0,09_20_2020
Städteregion,18,09_21_2020
Städteregion,16,09_22_2020
Städteregion,16,09_23_2020
Städteregion,21,09_24_2020
Städteregion,22,09_25_2020
Städteregion,0,09_26_2020
Städteregion,0,09_27_2020
Städteregion,64,09_28_2020
Städteregion,11,09_29_2020
Städteregion,16,09_30_2020
Städteregion,42,10_01_2020
Städteregion,36,10_02_2020
Städteregion,0,10_03_2020
Städteregion,68,10_04_2020
Städteregion,3,10_05_2020
Städteregion,8,10_06_2020
Städteregion,45,10_07_2020
Städteregion,52,10_08_2020
Städteregion,39,10_09_2020
Städteregion,82,10_10_2020
Städteregion,45,10_11_2020
Städteregion,12,10_12_2020
Städteregion,22,10_13_2020
Städteregion,69,10_14_2020
Städteregion,136,10_15_2020
Städteregion,116,10_16_2020
Städteregion,143,10_17_2020
Städteregion,0,10_18_2020
Städteregion,126,10_19_2020
Städteregion,38,10_20_2020
Städteregion,96,10_21_2020
Städteregion,191,10_22_2020
Städteregion,185,10_23_2020
Städteregion,199,10_24_2020
